textID,text,selected_text,sentiment,lemma
972394bef4,Using my old phone!  gosh! I miss this phone!,miss,negative,use -PRON- old phone !   gosh ! -PRON- miss this phone !
6d2f7706c3,"But then again I think I`m the only who pays attention to this type of thing, bout to hit this bush and pretend its purple.....",hit,negative,"but then again -PRON- think i`m the only who pay attention to this type of thing , bout to hit this bush and pretend -PRON- purple ....."
b74bff7d60, Can you come with the guys to Brazil? We`ll love if this happened!,love,positive,  Can -PRON- come with the guy to Brazil ? we`ll love if this happen !
c30bf6f0e9,Wild Oats Pinot Grigio = v easy to drink,easy,positive,Wild Oats Pinot Grigio = v easy to drink
9cf3826754,is desperatly hoping my dad takes me to vanessa`s game,hoping,positive,be desperatly hope -PRON- dad take -PRON- to vanessa`s game
e01b822d1d,I just love it when  hot policemen come into my work,I just love it,positive,-PRON- just love -PRON- when   hot policeman come into -PRON- work
b78beab7b8, *hugs*  I`m so sorry.. anything I can do?,I`m so sorry.,positive,  * hug *   i`m so sorry .. anything -PRON- can do ?
b7d6a9ba5d,Pappadeux has some yummy strawberry lemonade,yummy strawberry lemonade,positive,Pappadeux have some yummy strawberry lemonade
e2af354725," oh no!  thats no good! I pierced  my bottom lip on the right side...myself in 12th grade, but we had a no piercings dress code","oh no!  thats no good! I pierced  my bottom lip on the right side...myself in 12th grade, but we had a no piercings dress cod",negative,"  oh no !   that s no good ! -PRON- pierce   -PRON- bottom lip on the right side ... -PRON- in 12th grade , but -PRON- have a no piercing dress code"
4207ce064d,Probably the best birthday I`ve ever had. I got to spend it with all my favorite people.,best,positive,probably the good birthday I`ve ever have . -PRON- get to spend -PRON- with all -PRON- favorite people .
df338779f1,i dont think i have ever laughed so hard,laughed,positive,i do not think i have ever laugh so hard
1f2f27c5cd,why the hell is it raining!! i hate the rain.,why the hell is it raining!! i hate the rain.,negative,why the hell be -PRON- rain ! ! i hate the rain .
1264d0775c,"Took a kind-of nap, too. My tummy hurts.",hurts.,negative,"took a kind - of nap , too . -PRON- tummy hurt ."
42e2fb1c31,"wow, i broke my toe today on a stupid piece of concrete!  LAME! job searching then sight seeing with Brittany.",stupid,negative,"wow , i break -PRON- toe today on a stupid piece of concrete !   LAME ! job search then sight see with Brittany ."
b24e9dfc28, Molly was born on my birthday!!!! *cue twilight zone music*,*cue,positive,  Molly be bear on -PRON- birthday ! ! ! ! * cue twilight zone music *
6a19d93f3e,Bon Voyage birthday Brother @ Mccarran! cyah again vegas in july. havent slept yet & class @ 1  .. such a fun weekend,fun,positive,Bon Voyage birthday brother @ Mccarran ! cyah again vegas in july . have not sleep yet & class @ 1   .. such a fun weekend
6bd915d116,transferring 368558682 photos is annoying.. I want to watch Up,annoying..,negative,transfer 368558682 photo be annoying .. -PRON- want to watch up
1d7730c6e8,was busy talking with mom and bhabhi.. they liked the cards bro and me made for them  now waiting for sis to get back from Church..,liked,positive,be busy talk with mom and bhabhi .. -PRON- like the card bro and -PRON- make for -PRON-   now wait for sis to get back from church ..
85c58f9bbd,"walking the dog on horseforth park, no hangover on a Sunday morning, yay!!",yay!!,positive,"walk the dog on horseforth park , no hangover on a Sunday morning , yay ! !"
a67c41f72f,So im playing hooky from work and it feels good  Gonna go get ma hair did! .......i wonder how fitzsimmons is doing?,feels good,positive,so -PRON- be play hooky from work and -PRON- feel good   go to go get ma hair do ! ....... i wonder how fitzsimmon be do ?
ecbb78f0d1," in anticipation of him making me a cup of tea, I`m agreeing. Now it must happen!  No, he is awesome.",is awesome,positive,"  in anticipation of -PRON- make -PRON- a cup of tea , I`m agree . now -PRON- must happen !   no , -PRON- be awesome ."
6f8e8e8bfc, omg man  i`ll pray for ya,omg man  i`ll pray for ya,negative,  omg man   i`ll pray for ya
bb2aa8156f,"Today has been a nice positive  fun day , after several weeks of bum days",nice positive  fun day,positive,"today have be a nice positive   fun day , after several week of bum day"
7ee83f8ef5," Very well thank you! How are you, more importantly?",Very well thank you!,positive,"  very well thank -PRON- ! how be -PRON- , more importantly ?"
bfc6b161de,is feeling very sick,sick,negative,be feel very sick
a6a1af14e7,"Lost his favorite thing he loves to always have on him, his story of the year Key Chain..",Lost his favorite thing,negative,"lose -PRON- favorite thing -PRON- love to always have on -PRON- , -PRON- story of the year Key Chain .."
e0b4e991c1," weird as usual, but ok... that`s why we like it",that`s why we like it,positive,"  weird as usual , but ok ... that`s why -PRON- like -PRON-"
45ee46b9be,_78 Elaine`s my online mommy too. She gives good advice.,She gives good advice.,positive,_ 78 elaine` -PRON- online mommy too . -PRON- give good advice .
524fbb5c72," lol, good luck with that ;) love your vid for YBWM",good luck,positive,"  lol , good luck with that ;) love -PRON- vid for YBWM"
930c68e04f, thank u,thank u,positive,  thank u
0eb7e40110, haha have good dreams  haha best friends forever! haha. be sweet to presh bailey   zd?b;P,a best,positive,  haha have good dream   haha good friend forever ! haha . be sweet to presh bailey    zd?b;P
d2bfcc0f02,Just started feeling bad again  ugh. I hate it when I don`t feel good!!,started feeling bad,negative,just start feel bad again   ugh . -PRON- hate -PRON- when -PRON- don`t feel good ! !
06686c2757,lol i <3 spongebob,lol i <3 spongebob,positive,lol i <3 spongebob
2bb1def4f9, Ahh dang of course it had to do that  She better e-mail you back fast!,Ahh dang,negative,  Ahh dang of course -PRON- have to do that   -PRON- well e - mail -PRON- back fast !
847bd8d279,Good Morning!  ? http://blip.fm/~5jnl7,Good Morning!,positive,good Morning !   ? http://blip.fm/~5jnl7
4045b7279d, whyd u feel awful after last night?,whyd u feel awful after last night?,negative,  why d u feel awful after last night ?
0e8e5d9c26," If it`s any consolation, you`re definitely one of the hottest GG`s, IMHO",you`re definitely one of the hottest,positive,"  if it`s any consolation , you`re definitely one of the hot GG`s , IMHO"
da49dc0616,feel so out of the loop. no twitter on my desktop and haven`t listened to  weekly or read engadget in ages,feel so out of the loop.,negative,feel so out of the loop . no twitter on -PRON- desktop and haven`t listen to   weekly or read engadget in age
0fe37769a2," Ahh, your baby is so cute! Happy Mother`s Day!",cute!,positive,"  Ahh , -PRON- baby be so cute ! happy mother`s day !"
a8fe1ed704,_Man im fully obsessed with their burritos enchilado style. My mom doesnt wanna go with me tho,My mom doesnt wanna go,negative,_ Man -PRON- be fully obsess with -PRON- burritos enchilado style . -PRON- mom do not wanna go with -PRON- tho
63009bdfac,misses home on the farm,misses,negative,miss home on the farm
9d5cfa4d06, THANKS,THANKS,positive,  thank
c41b4ffab9,I love being in charge,love,positive,-PRON- love be in charge
7aea93e983,"needs to stop taking photos with other people`s cameras!  luckily, photos have been delivered","luckily,",positive,"need to stop take photo with other people`s camera !   luckily , photo have be deliver"
bdf92841b5,Watched Coraline last night. It was really good. The animation was excellent and the creativity was inspirational.,It was really good. The animation was excellent and the creativity was inspirational.,positive,watch Coraline last night . -PRON- be really good . the animation be excellent and the creativity be inspirational .
80120a1a77,Twitter has been foking up for me today arg!  1 and 1/2 hours of work till the weekend! Woooooo,Twitter has been foking up for me today arg!,negative,Twitter have be foke up for -PRON- today arg !   1 and 1/2 hour of work till the weekend ! Woooooo
6206f94eda," blue skies? where, it`s still grey and hazy out of my window",l grey and hazy,negative,"  blue sky ? where , it`s still grey and hazy out of -PRON- window"
a74f26d380,Happy mother`s day to my sweet mum,sweet mum,positive,Happy mother`s day to -PRON- sweet mum
fb809d9089, LOOOOL chips and ketchup ya waili 3alaiiik! Let`s have some fish fingers  I`m not too sure about baked beans though.,I`m not too sure about baked beans though.,negative,  looool chip and ketchup ya waili 3alaiiik ! let` have some fish finger   i`m not too sure about bake bean though .
26b6bc7268, I hear U. I can barley keep up with the followers I currently have. Its tuff on a mobile device.,. Its tuff,negative,  -PRON- hear U. -PRON- can barley keep up with the follower -PRON- currently have . -PRON- tuff on a mobile device .
a1f7b2051f, Looking forward to following your journey on this endeavor - just subscribed to your blog,Looking forward,positive,  look forward to follow -PRON- journey on this endeavor - just subscribe to -PRON- blog
bf4520702c,Hates that my a.c doesn`t work! Its so hot,Hates,negative,hate that -PRON- a.c doesn`t work ! -PRON- so hot
7caac2808c,Happy Star Wars Day!!!,Happy Star Wars Day!!!,positive,Happy Star Wars Day ! ! !
4321cbaaac,Having real bad headache..,real bad headache..,negative,have real bad headache ..
f54cfdafa1,_Happy_EmoX lmao. Lucky! It`s 10 minutes on foot for me  ewww..... School.lol. On the bus now.,ewww.,negative,_ Happy_EmoX lmao . lucky ! it`s 10 minute on foot for -PRON-   ewww ..... School.lol . on the bus now .
0415401409,*sigh* i always disappoint people who get in my way...  everyone .. i`m OUT.. i might disappoint everyone else here..,*sigh* i always disappoint people who get in my way...  everyone .. i`m OUT.. i might disappoint everyone else here..,negative,* sigh * i always disappoint people who get in -PRON- way ...   everyone .. i`m OUT .. i may disappoint everyone else here ..
567d245237,is so tired ive walked 6.05 kilometres today,is so tired iv,negative,be so tired -PRON- have walk 6.05 kilometre today
fedc824df5,Working on my resume while listening to the rain and enjoying a Circus Boy,enjoying,positive,work on -PRON- resume while listen to the rain and enjoy a Circus Boy
bd79135b7f, It was an app that changed your wallpaper to one of several hundred at random intervals. It`s hard to find good wallpapers.,. It`s hard to find good wallpapers.,negative,  -PRON- be an app that change -PRON- wallpaper to one of several hundred at random interval . it`s hard to find good wallpaper .
c373d0063c,i want to see ephraim zenh tomorrow! a lot. but can i find a sitter? wtf? why does everyone have plans? it`s only saturday night...sigh.,but can i find a sitter? wtf? why does everyone have plans? it`s only saturday night...sigh.,negative,i want to see ephraim zenh tomorrow ! a lot . but can i find a sitter ? wtf ? why do everyone have plan ? it`s only saturday night ... sigh .
e1f58e1e59,thinks malibu is the drink for me lets all hit the bottle  woop woop ****,woop woop ****,positive,think malibu be the drink for -PRON- let all hit the bottle   woop woop * * * *
494a81a478," Awe Man, I hope someone turns it in","Awe Man, I hope someone turns it in",positive,"  Awe Man , -PRON- hope someone turn -PRON- in"
528f5b2f92,i need some serious cheering up,i need some serious cheering up,negative,i need some serious cheering up
5b1148f85d,Scared  waiting for the call,Scared,negative,scared   wait for the call
cacfb094e8,"_J i soo dont wanna work tmrw!  ...only on a half day tho so hopefully the sun will stay out for me! Gonna go get showered, tweet l8rs",hopefully,positive,"_ J i soo do not wanna work tmrw !   ... only on a half day tho so hopefully the sun will stay out for -PRON- ! go to go get shower , tweet l8rs"
7162df9dd7,Wow no one loves me  ,Wow no one loves me,negative,wow no one love -PRON-  
4a0d92c598, mon ami since 5 years young  I loveeee her. Foreverrr,I loveeee her. Foreverrr,positive,  mon ami since 5 year young   -PRON- loveeee -PRON- . Foreverrr
59da188f20, Oh noes!! Melted ice cream = do not want.,Oh noes!! Melted ice cream = do not want.,negative,  oh no ! ! Melted ice cream = do not want .
fb705a311f, ReTweeting`s my favorite.    #palin,favorite.,positive,  ReTweeting`s -PRON- favorite .     # palin
3fd5dc7768,Boognish wishes Clemmie would be nice to me  http://apps.facebook.com/catbook/profile/view/6831309,nice,positive,Boognish wish Clemmie would be nice to -PRON-   http://apps.facebook.com/catbook/profile/view/6831309
5bdc28619b, ugh but they are so unattractive! u might as well drink from a regular glass. i really dont like them,i really dont like them,negative,  ugh but -PRON- be so unattractive ! u may as well drink from a regular glass . i really do not like -PRON-
77c8d92adb,listens to MSI and bakes banana bread. How weird is she? Remarkably not so much anymore.,How weird is she? Remarkably not so much anymore.,negative,listen to MSI and bake banana bread . how weird be -PRON- ? remarkably not so much anymore .
